gmDate,gmTime,seasTyp,offLNm1,offFNm1,offLNm2,offFNm2,offLNm3,offFNm3,teamAbbr,teamConf,teamDiv,teamLoc,teamRslt,teamMin,teamDayOff,teamPTS,teamAST,teamTO,teamSTL,teamBLK,teamPF,teamFGA,teamFGM,teamFG%,team2PA,team2PM,team2P%,team3PA,team3PM,team3P%,teamFTA,teamFTM,teamFT%,teamORB,teamDRB,teamTRB,teamPTS1,teamPTS2,teamPTS3,teamPTS4,teamPTS5,teamPTS6,teamPTS7,teamPTS8,teamTREB%,teamASST%,teamTS%,teamEFG%,teamOREB%,teamDREB%,teamTO%,teamSTL%,teamBLK%,teamBLKR,teamPPS,teamFIC,teamFIC40,teamOrtg,teamDrtg,teamEDiff,teamPlay%,teamAR,teamAST/TO,teamSTL/TO,opptAbbr,opptConf,opptDiv,opptLoc,opptRslt,opptMin,opptDayOff,opptPTS,opptAST,opptTO,opptSTL,opptBLK,opptPF,opptFGA,opptFGM,opptFG%,oppt2PA,oppt2PM,oppt2P%,oppt3PA,oppt3PM,oppt3P%,opptFTA,opptFTM,opptFT%,opptORB,opptDRB,opptTRB,opptPTS1,opptPTS2,opptPTS3,opptPTS4,opptPTS5,opptPTS6,opptPTS7,opptPTS8,opptTREB%,opptASST%,opptTS%,opptEFG%,opptOREB%,opptDREB%,opptTO%,opptSTL%,opptBLK%,opptBLKR,opptPPS,opptFIC,opptFIC40,opptOrtg,opptDrtg,opptEDiff,opptPlay%,opptAR,opptAST/TO,opptSTL/TO,poss,pace
2016-11-13,07:00,Regular,Barnaky,Brent,Blair,Curtis,Capers,James,OKC,West,Northwest,Home,Loss,241,1,117,22,11,4,6,19,92,47,0.5109,67,40,0.597,25,7,0.28,26,16,0.6154,12,30,42,13,34,37,33,0,0,0,0,52.5,46.8085,0.5655,0.5489,28.5714,78.9474,9.612,4.1103,6.1654,8.9552,1.2717,84.25,69.917,120.2255,122.2807,-2.0552,0.5165,16.1243,2.0,36.3636,ORL,East,Southeast,Away,Win,242,2,119,24,10,4,7,20,86,46,0.5349,62,35,0.5645,24,11,0.4583,20,16,0.8,8,30,38,27,30,25,37,0,0,0,0,47.5,52.1739,0.6276,0.5988,21.0526,78.9474,9.542,4.1103,7.193,11.2903,1.3837,92.5,76.4463,122.2807,120.2255,2.0552,0.5227,18.6335,2.4,40.0,97.3171,96.9133
2016-11-13,08:00,Regular,Zielinski,Gary,McCutchen,Monty,Goldenberg,Jason,PHO,West,Pacific,Away,Loss,239,0,120,27,13,10,3,29,90,46,0.5111,66,38,0.5758,24,8,0.3333,26,20,0.7692,8,30,38,32,27,33,28,0,0,0,0,46.9136,58.6957,0.5915,0.5556,18.6047,78.9474,11.3597,9.4974,2.8492,4.5455,1.3333,85.75,71.7573,113.9692,126.3159,-12.3467,0.4842,19.0894,2.0769,76.9231,GS,West,Pacific,Home,Win,240,2,133,32,16,8,7,20,87,45,0.5172,54,29,0.537,33,16,0.4848,31,27,0.871,8,35,43,28,34,37,34,0,0,0,0,53.0864,71.1111,0.6608,0.6092,18.6047,81.3953,13.7174,7.5979,6.6482,12.963,1.5287,111.375,92.8125,126.3159,113.9692,12.3467,0.4737,21.5285,2.0,50.0,105.2916,105.7322
2016-11-13,08:00,Regular,Zielinski,Gary,McCutchen,Monty,Goldenberg,Jason,GS,West,Pacific,Home,Win,240,2,133,32,16,8,7,20,87,45,0.5172,54,29,0.537,33,16,0.4848,31,27,0.871,8,35,43,28,34,37,34,0,0,0,0,53.0864,71.1111,0.6608,0.6092,21.0526,81.3953,13.7174,7.5979,6.6482,12.963,1.5287,111.375,92.8125,126.3159,113.9692,12.3467,0.4737,21.5285,2.0,50.0,PHO,West,Pacific,Away,Loss,239,0,120,27,13,10,3,29,90,46,0.5111,66,38,0.5758,24,8,0.3333,26,20,0.7692,8,30,38,32,27,33,28,0,0,0,0,46.9136,58.6957,0.5915,0.5556,21.0526,78.9474,11.3597,9.4974,2.8492,4.5455,1.3333,85.75,71.7573,113.9692,126.3159,-12.3467,0.4842,19.0894,2.0769,76.9231,105.2916,105.2916
2016-11-13,09:00,Regular,Maddox,Tre,Spooner,Bill,Ayotte,Mark,DEN,West,Northwest,Away,Loss,242,1,105,11,18,4,6,25,91,36,0.3956,62,25,0.4032,29,11,0.3793,29,22,0.7586,16,43,59,28,29,15,33,0,0,0,0,57.2816,30.5556,0.506,0.456,34.7826,75.4386,14.7832,3.9184,5.8776,9.6774,1.1538,64.625,53.4091,102.8583,109.7155,-6.8572,0.3871,8.2856,0.6111,22.2222,POR,West,Northwest,Home,Win,239,1,112,21,8,8,8,23,99,39,0.3939,70,31,0.4429,29,8,0.2759,32,26,0.8125,14,30,44,20,30,36,26,0,0,0,0,42.7184,53.8462,0.4952,0.4343,31.8182,68.1818,6.6072,7.8368,7.8368,11.4286,1.1313,79.75,66.7364,109.7155,102.8583,6.8572,0.4194,14.7804,2.625,100.0,102.0822,101.2385
2016-11-13,09:00,Regular,Maddox,Tre,Spooner,Bill,Ayotte,Mark,POR,West,Northwest,Home,Win,239,1,112,21,8,8,8,23,99,39,0.3939,70,31,0.4429,29,8,0.2759,32,26,0.8125,14,30,44,20,30,36,26,0,0,0,0,42.7184,53.8462,0.4952,0.4343,24.5614,65.2174,6.6072,7.8368,7.8368,11.4286,1.1313,79.75,66.7364,109.7155,102.8583,6.8572,0.4194,14.7804,2.625,100.0,DEN,West,Northwest,Away,Loss,242,1,105,11,18,4,6,25,91,36,0.3956,62,25,0.4032,29,11,0.3793,29,22,0.7586,16,43,59,28,29,15,33,0,0,0,0,57.2816,30.5556,0.506,0.456,27.1186,72.8814,14.7832,3.9184,5.8776,9.6774,1.1538,64.625,53.4091,102.8583,109.7155,-6.8572,0.3871,8.2856,0.6111,22.2222,102.0822,102.5093
2016-11-14,07:00,Regular,Petraitis,Gediminas,Brown,Tony,Lewis,Eric,ORL,East,Southeast,Away,Loss,239,1,69,12,16,3,5,17,84,27,0.3214,59,22,0.3729,25,5,0.2,13,10,0.7692,9,43,52,19,18,20,12,0,0,0,0,51.4851,44.4444,0.3845,0.3512,17.6471,86.0,15.1343,3.1713,5.2855,8.4746,0.8214,37.875,31.6946,72.9402,93.0251,-20.0849,0.2967,10.1937,0.75,18.75,IND,East,Central,Home,Win,239,2,88,22,9,9,9,14,90,35,0.3889,65,27,0.4154,25,8,0.32,10,10,1.0,7,42,49,16,25,30,17,0,0,0,0,48.5149,62.8571,0.4661,0.4333,14.2857,85.7143,8.7041,9.5139,9.5139,13.8462,0.9778,79.25,66.318,93.0251,72.9402,20.0849,0.3804,17.5439,2.4444,100.0,94.5981,94.9939
2016-11-14,07:00,Regular,Petraitis,Gediminas,Brown,Tony,Lewis,Eric,IND,East,Central,Home,Win,239,2,88,22,9,9,9,14,90,35,0.3889,65,27,0.4154,25,8,0.32,10,10,1.0,7,42,49,16,25,30,17,0,0,0,0,48.5149,62.8571,0.4661,0.4333,14.0,82.3529,8.7041,9.5139,9.5139,13.8462,0.9778,79.25,66.318,93.0251,72.9402,20.0849,0.3804,17.5439,2.4444,100.0,ORL,East,Southeast,Away,Loss,239,1,69,12,16,3,5,17,84,27,0.3214,59,22,0.3729,25,5,0.2,13,10,0.7692,9,43,52,19,18,20,12,0,0,0,0,51.4851,44.4444,0.3845,0.3512,17.3077,82.6923,15.1343,3.1713,5.2855,8.4746,0.8214,37.875,31.6946,72.9402,93.0251,-20.0849,0.2967,10.1937,0.75,18.75,94.5981,94.9939
2016-11-14,07:30,Regular,Buchert,Nick,Adams,Bennie,Boland,Matt,OKC,West,Northwest,Away,Loss,240,1,88,16,15,3,6,21,88,33,0.375,61,28,0.459,27,5,0.1852,22,17,0.7727,13,38,51,25,22,21,20,0,0,0,0,52.0408,48.4848,0.4505,0.4034,23.2143,90.4762,13.312,2.9769,5.9539,9.8361,1.0,54.75,45.625,87.3234,103.2004,-15.877,0.3667,12.4339,1.0667,20.0,DET,East,Central,Home,Win,240,1,104,25,10,4,9,14,92,43,0.4674,76,38,0.5,16,5,0.3125,16,13,0.8125,4,43,47,28,31,19,26,0,0,0,0,47.9592,58.1395,0.525,0.4946,8.5106,91.4894,9.1709,3.9692,8.9308,11.8421,1.1304,86.25,71.875,103.2004,87.3234,15.877,0.4388,18.6511,2.5,40.0,100.7748,100.7748
2016-11-14,07:30,Regular,Buchert,Nick,Adams,Bennie,Boland,Matt,DET,East,Central,Home,Win,240,1,104,25,10,4,9,14,92,43,0.4674,76,38,0.5,16,5,0.3125,16,13,0.8125,4,43,47,28,31,19,26,0,0,0,0,47.9592,58.1395,0.525,0.4946,9.5238,76.7857,9.1709,3.9692,8.9308,11.8421,1.1304,86.25,71.875,103.2004,87.3234,15.877,0.4388,18.6511,2.5,40.0,OKC,West,Northwest,Away,Loss,240,1,88,16,15,3,6,21,88,33,0.375,61,28,0.459,27,5,0.1852,22,17,0.7727,13,38,51,25,22,21,20,0,0,0,0,52.0408,48.4848,0.4505,0.4034,25.4902,74.5098,13.312,2.9769,5.9539,9.8361,1.0,54.75,45.625,87.3234,103.2004,-15.877,0.3667,12.4339,1.0667,20.0,100.7748,100.7748
2016-11-14,07:30,Regular,VanDuyne,Justin,Garretson,Ron,Malloy,Ed,DAL,West,Southwest,Away,Loss,239,4,77,15,14,8,7,16,83,32,0.3855,55,27,0.4909,28,5,0.1786,11,8,0.7273,13,29,42,23,16,12,26,0,0,0,0,45.1613,46.875,0.4383,0.4157,26.0,67.4419,13.7471,9.191,8.0422,12.7273,0.9277,53.375,44.6653,88.4638,106.8458,-18.382,0.381,12.8381,1.0714,57.1429,NY,East,Atlantic,Home,Win,239,2,93,18,17,6,4,16,78,34,0.4359,53,25,0.4717,25,9,0.36,18,16,0.8889,14,37,51,15,21,31,26,0,0,0,0,54.8387,52.9412,0.5412,0.4936,27.451,72.549,16.5177,6.8933,4.5955,7.5472,1.1923,72.5,60.6695,106.8458,88.4638,18.382,0.4198,14.8859,1.0588,35.2941,87.0413,87.4055
2016-11-14,07:30,Regular,VanDuyne,Justin,Garretson,Ron,Malloy,Ed,NY,East,Atlantic,Home,Win,239,2,93,18,17,6,4,16,78,34,0.4359,53,25,0.4717,25,9,0.36,18,16,0.8889,14,37,51,15,21,31,26,0,0,0,0,54.8387,52.9412,0.5412,0.4936,32.5581,74.0,16.5177,6.8933,4.5955,7.5472,1.1923,72.5,60.6695,106.8458,88.4638,18.382,0.4198,14.8859,1.0588,35.2941,DAL,West,Southwest,Away,Loss,239,4,77,15,14,8,7,16,83,32,0.3855,55,27,0.4909,28,5,0.1786,11,8,0.7273,13,29,42,23,16,12,26,0,0,0,0,45.1613,46.875,0.4383,0.4157,30.9524,69.0476,13.7471,9.191,8.0422,12.7273,0.9277,53.375,44.6653,88.4638,106.8458,-18.382,0.381,12.8381,1.0714,57.1429,87.0413,87.4055
2016-11-14,08:00,Regular,Blair,Curtis,Zarba,Zach,Collins,Derrick,PHI,East,Atlantic,Away,Loss,241,2,88,18,13,11,7,17,90,34,0.3778,68,29,0.4265,22,5,0.2273,17,15,0.8824,10,28,38,26,26,16,20,0,0,0,0,40.4255,52.9412,0.4514,0.4056,20.4082,62.2222,11.7668,11.2606,7.1659,10.2941,0.9778,59.625,49.4813,90.0851,117.7249,-27.6398,0.3656,14.01,1.3846,84.6154,HOU,West,Southwest,Home,Win,240,2,115,20,19,6,10,19,91,44,0.4835,51,27,0.5294,40,17,0.425,17,10,0.5882,17,39,56,38,27,28,22,0,0,0,0,59.5745,45.4545,0.5839,0.5769,30.3571,69.6429,16.173,6.1422,10.2369,19.6078,1.2637,94.125,78.4375,117.7249,90.0851,27.6398,0.4731,14.5476,1.0526,31.5789,97.6854,97.2801
2016-11-14,08:00,Regular,Blair,Curtis,Zarba,Zach,Collins,Derrick,HOU,West,Southwest,Home,Win,240,2,115,20,19,6,10,19,91,44,0.4835,51,27,0.5294,40,17,0.425,17,10,0.5882,17,39,56,38,27,28,22,0,0,0,0,59.5745,45.4545,0.5839,0.5769,37.7778,79.5918,16.173,6.1422,10.2369,19.6078,1.2637,94.125,78.4375,117.7249,90.0851,27.6398,0.4731,14.5476,1.0526,31.5789,PHI,East,Atlantic,Away,Loss,241,2,88,18,13,11,7,17,90,34,0.3778,68,29,0.4265,22,5,0.2273,17,15,0.8824,10,28,38,26,26,16,20,0,0,0,0,40.4255,52.9412,0.4514,0.4056,26.3158,73.6842,11.7668,11.2606,7.1659,10.2941,0.9778,59.625,49.4813,90.0851,117.7249,-27.6398,0.3656,14.01,1.3846,84.6154,97.6854,97.6854
2016-11-14,08:00,Regular,Goble,John,Kogut,Marat,Wood,Leon,BOS,East,Atlantic,Away,Loss,238,2,105,19,12,9,0,27,95,38,0.4,54,26,0.4815,41,12,0.2927,20,17,0.85,11,33,44,26,25,23,31,0,0,0,0,48.8889,50.0,0.5058,0.4632,22.449,80.4878,10.3627,8.8879,0.0,0.0,1.1053,64.5,54.2017,103.6922,104.6798,-0.9876,0.3958,14.095,1.5833,75.0,NO,West,Southwest,Home,Win,239,2,106,16,17,9,4,17,79,35,0.443,58,29,0.5,21,6,0.2857,36,30,0.8333,8,38,46,27,29,28,22,0,0,0,0,51.1111,45.7143,0.5588,0.481,17.3913,82.6087,15.2003,8.8879,3.9502,6.8966,1.3418,73.25,61.2971,104.6798,103.6922,0.9876,0.3977,12.5156,0.9412,52.9412,101.2612,102.1121
2016-11-14,08:00,Regular,Goble,John,Kogut,Marat,Wood,Leon,NO,West,Southwest,Home,Win,239,2,106,16,17,9,4,17,79,35,0.443,58,29,0.5,21,6,0.2857,36,30,0.8333,8,38,46,27,29,28,22,0,0,0,0,51.1111,45.7143,0.5588,0.481,19.5122,77.551,15.2003,8.8879,3.9502,6.8966,1.3418,73.25,61.2971,104.6798,103.6922,0.9876,0.3977,12.5156,0.9412,52.9412,BOS,East,Atlantic,Away,Loss,238,2,105,19,12,9,0,27,95,38,0.4,54,26,0.4815,41,12,0.2927,20,17,0.85,11,33,44,26,25,23,31,0,0,0,0,48.8889,50.0,0.5058,0.4632,25.0,75.0,10.3627,8.8879,0.0,0.0,1.1053,64.5,54.2017,103.6922,104.6798,-0.9876,0.3958,14.095,1.5833,75.0,101.2612,101.6849
2016-11-14,08:30,Regular,Smith,Aaron,Mott,Rodney,Phillips,Jason,MIA,East,Southeast,Away,Loss,240,2,90,22,13,14,8,23,85,37,0.4353,69,33,0.4783,16,4,0.25,21,12,0.5714,11,31,42,19,21,20,30,0,0,0,0,44.2105,59.4595,0.4775,0.4588,22.449,67.3913,12.1223,14.9276,8.53,11.5942,1.0588,72.125,60.1042,95.963,100.2281,-4.2651,0.4253,17.0226,1.6923,107.6923,SA,West,Southwest,Home,Win,239,2,94,24,17,4,7,15,82,33,0.4024,67,25,0.3731,15,8,0.5333,27,20,0.7407,15,38,53,25,30,16,23,0,0,0,0,55.7895,72.7273,0.5006,0.4512,28.3019,71.6981,15.3319,4.265,7.4638,10.4478,1.1463,76.375,63.9121,100.2281,95.963,4.2651,0.3929,17.7936,1.4118,23.5294,93.7861,93.7861
2016-11-14,08:30,Regular,Smith,Aaron,Mott,Rodney,Phillips,Jason,SA,West,Southwest,Home,Win,239,2,94,24,17,4,7,15,82,33,0.4024,67,25,0.3731,15,8,0.5333,27,20,0.7407,15,38,53,25,30,16,23,0,0,0,0,55.7895,72.7273,0.5006,0.4512,32.6087,77.551,15.3319,4.265,7.4638,10.4478,1.1463,76.375,63.9121,100.2281,95.963,4.2651,0.3929,17.7936,1.4118,23.5294,MIA,East,Southeast,Away,Loss,240,2,90,22,13,14,8,23,85,37,0.4353,69,33,0.4783,16,4,0.25,21,12,0.5714,11,31,42,19,21,20,30,0,0,0,0,44.2105,59.4595,0.4775,0.4588,26.1905,73.8095,12.1223,14.9276,8.53,11.5942,1.0588,72.125,60.1042,95.963,100.2281,-4.2651,0.4253,17.0226,1.6923,107.6923,93.7861,94.1785
2016-11-14,09:00,Regular,Scott,Kevin,Washington,C.J.,Crawford,Dan,MEM,West,Southwest,Away,Win,240,2,102,13,16,4,2,26,76,36,0.4737,55,28,0.5091,21,8,0.381,26,22,0.8462,14,30,44,33,23,17,29,0,0,0,0,60.274,36.1111,0.5833,0.5263,37.8378,83.3333,15.4679,4.6996,2.3498,3.6364,1.3421,61.75,51.4583,119.8404,112.791,7.0494,0.4615,11.1645,0.8125,25.0,UTA,West,Northwest,Home,Loss,240,2,96,17,9,8,1,27,73,35,0.4795,45,27,0.6,28,8,0.2857,22,18,0.8182,6,23,29,25,23,22,26,0,0,0,0,39.726,48.5714,0.5806,0.5342,20.6897,79.3103,9.8168,9.3992,1.1749,2.2222,1.3151,59.75,49.7917,112.791,119.8404,-7.0494,0.4605,15.6423,1.8889,88.8889,85.1132,85.1132
2016-11-14,09:00,Regular,Scott,Kevin,Washington,C.J.,Crawford,Dan,UTA,West,Northwest,Home,Loss,240,2,96,17,9,8,1,27,73,35,0.4795,45,27,0.6,28,8,0.2857,22,18,0.8182,6,23,29,25,23,22,26,0,0,0,0,39.726,48.5714,0.5806,0.5342,16.6667,62.1622,9.8168,9.3992,1.1749,2.2222,1.3151,59.75,49.7917,112.791,119.8404,-7.0494,0.4605,15.6423,1.8889,88.8889,MEM,West,Southwest,Away,Win,240,2,102,13,16,4,2,26,76,36,0.4737,55,28,0.5091,21,8,0.381,26,22,0.8462,14,30,44,33,23,17,29,0,0,0,0,60.274,36.1111,0.5833,0.5263,31.8182,68.1818,15.4679,4.6996,2.3498,3.6364,1.3421,61.75,51.4583,119.8404,112.791,7.0494,0.4615,11.1645,0.8125,25.0,85.1132,85.1132
2016-11-14,10:30,Regular,Wright,Sean,Williams,James,Ford,Tyler,BKN,East,Atlantic,Away,Loss,240,2,95,18,22,6,2,21,77,34,0.4416,44,24,0.5455,33,10,0.303,22,17,0.7727,9,28,37,14,33,18,30,0,0,0,0,46.25,52.9412,0.548,0.5065,20.9302,75.6757,20.2429,6.0716,2.0239,4.5455,1.2338,52.5,43.75,96.1341,128.5161,-32.382,0.3778,14.209,0.8182,27.2727,LAC,West,Pacific,Home,Win,240,2,127,32,12,17,6,22,90,48,0.5333,65,34,0.5231,25,14,0.56,21,17,0.8095,9,34,43,39,32,28,28,0,0,0,0,53.75,66.6667,0.6399,0.6111,20.9302,79.0698,10.7875,17.2029,6.0716,9.2308,1.4111,118.125,98.4375,128.5161,96.1341,32.382,0.5161,22.3401,2.6667,141.6667,98.8203,98.8203
2016-11-14,10:30,Regular,Wright,Sean,Williams,James,Ford,Tyler,LAC,West,Pacific,Home,Win,240,2,127,32,12,17,6,22,90,48,0.5333,65,34,0.5231,25,14,0.56,21,17,0.8095,9,34,43,39,32,28,28,0,0,0,0,53.75,66.6667,0.6399,0.6111,24.3243,79.0698,10.7875,17.2029,6.0716,9.2308,1.4111,118.125,98.4375,128.5161,96.1341,32.382,0.5161,22.3401,2.6667,141.6667,BKN,East,Atlantic,Away,Loss,240,2,95,18,22,6,2,21,77,34,0.4416,44,24,0.5455,33,10,0.303,22,17,0.7727,9,28,37,14,33,18,30,0,0,0,0,46.25,52.9412,0.548,0.5065,24.3243,75.6757,20.2429,6.0716,2.0239,4.5455,1.2338,52.5,43.75,96.1341,128.5161,-32.382,0.3778,14.209,0.8182,27.2727,98.8203,98.8203
2016-11-15,07:00,Regular,Barnaky,Brent,Anderson,Steven,Washington,Tom,TOR,East,Atlantic,Away,Loss,240,2,117,24,8,11,5,25,96,46,0.4792,67,33,0.4925,29,13,0.4483,18,12,0.6667,12,28,40,25,32,27,33,0,0,0,0,46.5116,52.1739,0.5629,0.5469,25.0,73.6842,7.148,11.1088,5.0494,7.4627,1.2188,90.75,75.625,118.157,122.1965,-4.0395,0.5,17.6574,3.0,137.5,CLE,East,Central,Home,Win,240,2,121,26,17,4,7,18,83,44,0.5301,50,31,0.62,33,13,0.3939,28,20,0.7143,10,36,46,30,31,30,30,0,0,0,0,53.4884,59.0909,0.6347,0.6084,21.7391,78.2609,15.1353,4.0396,7.0692,14.0,1.4578,96.25,80.2083,122.1965,118.157,4.0395,0.4889,18.797,1.5294,23.5294,99.0208,99.0208
2016-11-15,07:00,Regular,Barnaky,Brent,Anderson,Steven,Washington,Tom,CLE,East,Central,Home,Win,240,2,121,26,17,4,7,18,83,44,0.5301,50,31,0.62,33,13,0.3939,28,20,0.7143,10,36,46,30,31,30,30,0,0,0,0,53.4884,59.0909,0.6347,0.6084,26.3158,75.0,15.1353,4.0396,7.0692,14.0,1.4578,96.25,80.2083,122.1965,118.157,4.0395,0.4889,18.797,1.5294,23.5294,TOR,East,Atlantic,Away,Loss,240,2,117,24,8,11,5,25,96,46,0.4792,67,33,0.4925,29,13,0.4483,18,12,0.6667,12,28,40,25,32,27,33,0,0,0,0,46.5116,52.1739,0.5629,0.5469,30.0,70.0,7.148,11.1088,5.0494,7.4627,1.2188,90.75,75.625,118.157,122.1965,-4.0395,0.5,17.6574,3.0,137.5,99.0208,99.0208
2016-11-15,07:30,Regular,Mauer,Ken,Corbin,Sean,Ransom,Phenizee,ATL,East,Southeast,Away,Win,241,3,93,18,21,14,4,13,80,37,0.4625,63,31,0.4921,17,6,0.3529,19,13,0.6842,6,29,35,22,27,23,21,0,0,0,0,42.1687,48.6486,0.5263,0.5,16.2162,63.0435,19.2026,14.1573,4.045,6.3492,1.1625,62.125,51.556,94.0452,91.0115,3.0337,0.3895,14.1332,0.8571,66.6667,MIA,East,Southeast,Home,Loss,240,0,90,13,23,11,7,23,89,36,0.4045,66,29,0.4394,23,7,0.3043,14,11,0.7857,17,31,48,25,18,24,23,0,0,0,0,57.8313,36.1111,0.4729,0.4438,35.4167,64.5833,19.4651,11.1236,7.0787,10.6061,1.0112,54.75,45.625,91.0115,94.0452,-3.0337,0.3789,9.9116,0.5652,47.8261,98.8886,98.4783
2016-11-15,07:30,Regular,Mauer,Ken,Corbin,Sean,Ransom,Phenizee,MIA,East,Southeast,Home,Loss,240,0,90,13,23,11,7,23,89,36,0.4045,66,29,0.4394,23,7,0.3043,14,11,0.7857,17,31,48,25,18,24,23,0,0,0,0,57.8313,36.1111,0.4729,0.4438,36.9565,83.7838,19.4651,11.1236,7.0787,10.6061,1.0112,54.75,45.625,91.0115,94.0452,-3.0337,0.3789,9.9116,0.5652,47.8261,ATL,East,Southeast,Away,Win,241,3,93,18,21,14,4,13,80,37,0.4625,63,31,0.4921,17,6,0.3529,19,13,0.6842,6,29,35,22,27,23,21,0,0,0,0,42.1687,48.6486,0.5263,0.5,17.1429,82.8571,19.2026,14.1573,4.045,6.3492,1.1625,62.125,51.556,94.0452,91.0115,3.0337,0.3895,14.1332,0.8571,66.6667,98.8886,98.8886
2016-11-15,08:00,Regular,Tiven,Josh,Davis,Marc,Goldenberg,Jason,CHA,East,Southeast,Away,Win,241,2,115,25,13,10,6,17,80,43,0.5375,56,32,0.5714,24,11,0.4583,22,18,0.8182,4,33,37,31,15,36,33,0,0,0,0,46.25,58.1395,0.6412,0.6063,12.1212,70.2128,12.6607,10.1965,6.1179,10.7143,1.4375,95.0,78.8382,117.2601,110.1225,7.1376,0.4831,19.5802,1.9231,76.9231,MIN,West,Northwest,Home,Loss,240,2,108,25,18,4,5,19,89,38,0.427,54,23,0.4259,35,15,0.4286,21,17,0.8095,14,29,43,30,28,17,33,0,0,0,0,53.75,65.7895,0.5497,0.5112,32.5581,67.4419,15.4852,4.0786,5.0983,9.2593,1.2135,75.625,63.0208,110.1225,117.2601,-7.1376,0.4086,17.7004,1.3889,22.2222,98.0726,97.6657
2016-11-15,08:00,Regular,Tiven,Josh,Davis,Marc,Goldenberg,Jason,MIN,West,Northwest,Home,Loss,240,2,108,25,18,4,5,19,89,38,0.427,54,23,0.4259,35,15,0.4286,21,17,0.8095,14,29,43,30,28,17,33,0,0,0,0,53.75,65.7895,0.5497,0.5112,29.7872,87.8788,15.4852,4.0786,5.0983,9.2593,1.2135,75.625,63.0208,110.1225,117.2601,-7.1376,0.4086,17.7004,1.3889,22.2222,CHA,East,Southeast,Away,Win,241,2,115,25,13,10,6,17,80,43,0.5375,56,32,0.5714,24,11,0.4583,22,18,0.8182,4,33,37,31,15,36,33,0,0,0,0,46.25,58.1395,0.6412,0.6063,10.8108,89.1892,12.6607,10.1965,6.1179,10.7143,1.4375,95.0,78.8382,117.2601,110.1225,7.1376,0.4831,19.5802,1.9231,76.9231,98.0726,98.0726
2016-11-15,10:00,Regular,Wright,Sean,Scott,Kevin,Ford,Tyler,CHI,East,Central,Away,Win,239,3,113,16,10,7,4,19,98,41,0.4184,78,34,0.4359,20,7,0.35,28,24,0.8571,19,48,67,35,21,27,30,0,0,0,0,57.7586,39.0244,0.5121,0.4541,35.8491,76.1905,8.3112,7.1797,4.1027,5.1282,1.1531,91.5,76.569,115.9009,90.2591,25.6418,0.4607,11.7371,1.6,70.0,POR,West,Northwest,Home,Loss,240,2,88,17,11,8,4,18,95,34,0.3579,61,25,0.4098,34,9,0.2647,18,11,0.6111,15,34,49,14,23,26,25,0,0,0,0,42.2414,50.0,0.4275,0.4053,30.6122,69.3878,9.6559,8.2054,4.1027,6.5574,0.9263,59.5,49.5833,90.2591,115.9009,-25.6418,0.3736,12.985,1.5455,72.7273,97.4971,97.905
2016-11-15,10:00,Regular,Wright,Sean,Scott,Kevin,Ford,Tyler,POR,West,Northwest,Home,Loss,240,2,88,17,11,8,4,18,95,34,0.3579,61,25,0.4098,34,9,0.2647,18,11,0.6111,15,34,49,14,23,26,25,0,0,0,0,42.2414,50.0,0.4275,0.4053,23.8095,64.1509,9.6559,8.2054,4.1027,6.5574,0.9263,59.5,49.5833,90.2591,115.9009,-25.6418,0.3736,12.985,1.5455,72.7273,CHI,East,Central,Away,Win,239,3,113,16,10,7,4,19,98,41,0.4184,78,34,0.4359,20,7,0.35,28,24,0.8571,19,48,67,35,21,27,30,0,0,0,0,57.7586,39.0244,0.5121,0.4541,28.3582,71.6418,8.3112,7.1797,4.1027,5.1282,1.1531,91.5,76.569,115.9009,90.2591,25.6418,0.4607,11.7371,1.6,70.0,97.4971,97.4971
2016-11-15,10:30,Regular,Lane,Karl,Maddox,Tre,McCutchen,Monty,BKN,East,Atlantic,Away,Loss,239,1,118,23,14,8,6,27,99,45,0.4545,58,33,0.569,41,12,0.2927,20,16,0.8,9,38,47,29,22,34,33,0,0,0,0,46.0784,51.1111,0.5473,0.5152,18.0,73.0769,11.4943,7.3696,5.5272,10.3448,1.1919,83.25,69.6653,108.701,115.1493,-6.4483,0.4327,15.884,1.6429,57.1429,LAL,West,Pacific,Home,Win,240,2,125,24,12,9,2,17,92,41,0.4457,64,32,0.5,28,9,0.3214,43,34,0.7907,14,41,55,27,29,37,32,0,0,0,0,53.9216,58.5366,0.5635,0.4946,25.4545,74.5455,9.7624,8.2908,1.8424,3.125,1.3587,99.125,82.6042,115.1493,108.701,6.4483,0.4556,16.3354,2.0,75.0,108.5547,109.0089
2016-11-15,10:30,Regular,Lane,Karl,Maddox,Tre,McCutchen,Monty,LAL,West,Pacific,Home,Win,240,2,125,24,12,9,2,17,92,41,0.4457,64,32,0.5,28,9,0.3214,43,34,0.7907,14,41,55,27,29,37,32,0,0,0,0,53.9216,58.5366,0.5635,0.4946,26.9231,82.0,9.7624,8.2908,1.8424,3.125,1.3587,99.125,82.6042,115.1493,108.701,6.4483,0.4556,16.3354,2.0,75.0,BKN,East,Atlantic,Away,Loss,239,1,118,23,14,8,6,27,99,45,0.4545,58,33,0.569,41,12,0.2927,20,16,0.8,9,38,47,29,22,34,33,0,0,0,0,46.0784,51.1111,0.5473,0.5152,19.1489,80.8511,11.4943,7.3696,5.5272,10.3448,1.1919,83.25,69.6653,108.701,115.1493,-6.4483,0.4327,15.884,1.6429,57.1429,108.5547,108.5547
